Fishery_ShortName,Fishery,Region,GearType_specific,GearType_general,Year,Target,Target_HMS,Overfished_Fm,Overfished_Fm_numeric,Overfishing_Bt,Overfishing_Bt_numeric,TotalDiscards_lbs,TotalBycatch_inds,Discard_Rate,ESA_num,ESA_discards_lbs,ESA_birdturt,IUCN_num,IUCN_discards_lbs,IUCN_birdturt,MMPA,VessPers,Fishery_Tier,CV_mean,CV_median,CV_max,NORM_TotalDiscards_lbs,NORM_TotalBycatch_inds,NORM_Discard_Rate,NORM_ESA_num,NORM_ESA_lbs,NORM_ESA_birdturt,NORM_IUCN_num,NORM_IUCN_lbs,NORM_IUCN_birdturt,NORM_MMPA,NORM_Tier,NORM_CV,mean_criteria,criteria_sd,ncrit,criteria_se
NE: MA General Category CA Scallop Dredge,Mid-Atlantic General Category Closed Area Scallop Dredge,NE,"dredge, New Bedford",dredge,2012,"Atlantic sea scallop, Goosefish",N,None,0,None,0,17330.01,NA,0.034323644,0,0,NA,10,948.22,NA,1,230,2,0.656085714,0.6408,1.0474,5.86E-05,NA,0.040945612,0,0,NA,0.222222222,8.50E-05,NA,0,0.333333333,0.026564527,0.062320925,0.118722881,9,0.039574294
NE: MA General Category CA Scallop Dredge,Mid-Atlantic General Category Closed Area Scallop Dredge,NE,"dredge, New Bedford",dredge,2013,"Atlantic sea scallop, Goosefish",N,None,0,None,0,NA,NA,NA,0,0,NA,0,5727.13,NA,1,403,2,NA,NA,NA,NA,NA,NA,0,0,NA,0,0.000513154,NA,0,0.333333333,NA,0.047692355,0.12906647,6,0.052691166
NE: MA General Category CA Scallop Dredge,Mid-Atlantic General Category Closed Area Scallop Dredge,NE,"dredge, New Bedford",dredge,2014,"Atlantic sea scallop, Goosefish",N,None,0,None,0,62358.36,NA,0.02799428,2,0,NA,23,358.61,NA,1,403,2,0.563125,0.465,1.05,0.000210845,NA,0.033395141,0.333333333,0,NA,0.511111111,3.21E-05,NA,0,0.333333333,0.022800602,0.12342165,0.194458135,9,0.064819378
NE: MA General Category CA Scallop Dredge,Mid-Atlantic General Category Closed Area Scallop Dredge,NE,"dredge, New Bedford",dredge,2015,"Atlantic sea scallop, Goosefish",N,None,0,None,0,2460772.85,NA,0.195029015,2,0,NA,45,4437.91,NA,1,403,2,0.54,0.485,1.04,0.008320328,NA,0.232655435,0.333333333,0,NA,1,0.000397639,NA,0,0.333333333,0.021864285,0.192990435,0.320589855,9,0.106863285
NE: MA General Category CA Scallop Trawl,Mid-Atlantic General Category Closed Area Scallop Trawl,NE,bottom trawl,trawl,2010,"Summer flounder, Atlantic sea scallop",N,None,0,None,0,51917.88,NA,0.03816587,1,0,NA,10,0,NA,1,NA,2,0.601845455,0.4366,1.2048,0.000175544,NA,0.045529108,0.166666667,0,NA,0.222222222,0,NA,0,0.333333333,0.024368371,0.079229525,0.12068233,9,0.040227443
NE: MA General Category CA Scallop Trawl,Mid-Atlantic General Category Closed Area Scallop Trawl,NE,bottom trawl,trawl,2011,"Summer flounder, Atlantic sea scallop",M,None,0,None,0,NA,NA,NA,0,0,NA,0,0,NA,1,NA,2,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0.333333333,NA,0.047619048,0.129099445,6,0.052704628
NE: MA General Category CA Scallop Trawl,Mid-Atlantic General Category Closed Area Scallop Trawl,NE,bottom trawl,trawl,2012,"Summer flounder, Atlantic sea scallop",N,None,0,None,0,NA,NA,NA,0,0,NA,0,0,NA,1,NA,2,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0.333333333,NA,0.047619048,0.129099445,6,0.052704628
NE: MA General Category CA Scallop Trawl,Mid-Atlantic General Category Closed Area Scallop Trawl,NE,bottom trawl,trawl,2013,"Summer flounder, Atlantic sea scallop",Y,None,0,None,0,NA,NA,NA,0,0,NA,0,0,NA,1,NA,2,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0.333333333,NA,0.047619048,0.129099445,6,0.052704628
NE: MA General Category CA Scallop Trawl,Mid-Atlantic General Category Closed Area Scallop Trawl,NE,bottom trawl,trawl,2014,"Summer flounder, Atlantic sea scallop",N,None,0,None,0,NA,NA,NA,0,0,NA,16,0,NA,1,NA,2,NA,NA,NA,NA,NA,NA,0,0,NA,0.355555556,0,NA,0,0.333333333,NA,0.098412698,0.172347625,6,0.070360623
NE: MA General Category CA Scallop Trawl,Mid-Atlantic General Category Closed Area Scallop Trawl,NE,bottom trawl,trawl,2015,"Summer flounder, Atlantic sea scallop",N,None,0,None,0,299050.14,NA,0.278240311,2,0,NA,45,49.5,NA,1,NA,2,0.702857143,0.675,1.1,0.001011144,NA,0.331920461,0.333333333,0,NA,1,4.44E-06,NA,0,0.333333333,0.028458275,0.202806098,0.323668808,9,0.107889603
NE: MA General Category OA Scallop Dredge,Mid-Atlantic General Category Open Area Scallop Dredge,NE,"dredge, New Bedford",dredge,2010,"Atlantic sea scallop, Goosefish",N,None,0,None,0,391981.76,NA,0.138242376,1,0,NA,10,902.9,NA,1,NA,2,0.72110625,0.7023,1.2505,0.001325363,NA,0.164913103,0.166666667,0,NA,0.222222222,8.09E-05,NA,0,0.333333333,0.029197171,0.091773876,0.122519818,9,0.040839939
NE: MA General Category OA Scallop Dredge,Mid-Atlantic General Category Open Area Scallop Dredge,NE,"dredge, New Bedford",dredge,2011,"Atlantic sea scallop, Goosefish",N,None,0,None,0,1689048.61,NA,0.127343322,0,0,NA,10,15249.21,NA,1,NA,2,0.613936842,0.6971,1.0786,0.005710985,NA,0.151911324,0,0,NA,0.222222222,0.001366337,NA,0,0.333333333,0.024857944,0.073940215,0.121333371,9,0.040444457
NE: MA General Category OA Scallop Dredge,Mid-Atlantic General Category Open Area Scallop Dredge,NE,"dredge, New Bedford",dredge,2012,"Atlantic sea scallop, Goosefish",N,None,0,None,0,2251578.4,NA,0.158191625,0,0,NA,10,46126.95,NA,1,NA,2,0.788806667,0.8377,1.1391,0.007613003,NA,0.188711107,0,0,NA,0.222222222,0.004132998,NA,0,0.333333333,0.031938321,0.078795098,0.123910768,9,0.041303589
NE: MA General Category OA Scallop Dredge,Mid-Atlantic General Category Open Area Scallop Dredge,NE,"dredge, New Bedford",dredge,2013,"Atlantic sea scallop, Goosefish",N,None,0,None,0,1684113.8,NA,0.135200746,0,0,NA,10,14570.91,NA,1,511,2,0.47534,0.3113,1.0983,0.0056943,NA,0.16128466,0,0,NA,0.222222222,0.001305561,NA,0,0.333333333,0.019246239,0.074308632,0.122332162,9,0.040777387
NE: MA General Category OA Scallop Dredge,Mid-Atlantic General Category Open Area Scallop Dredge,NE,"dredge, New Bedford",dredge,2014,"Atlantic sea scallop, Goosefish",N,None,0,None,0,5409914.67,NA,0.358527861,2,0,NA,23,24926.37,NA,1,NA,2,0.56,0.48,1.07,0.018291921,NA,0.427697671,0.333333333,0,NA,0.511111111,0.002233415,NA,0,0.333333333,0.022674073,0.164867486,0.211977407,9,0.070659136
NE: MA General Category OA Scallop Dredge,Mid-Atlantic General Category Open Area Scallop Dredge,NE,"dredge, New Bedford",dredge,2015,"Atlantic sea scallop, Goosefish",N,None,0,None,0,4276068.36,NA,0.386672372,2,0,NA,45,24511.09,NA,1,NA,2,0.542051282,0.44,1.19,0.014458177,NA,0.461272026,0.333333333,0,NA,1,0.002196206,NA,0,0.333333333,0.02194734,0.216654042,0.331371104,9,0.110457035
NE: MA General Category OA Scallop Trawl,Mid-Atlantic General Category Open Area Scallop Trawl,NE,bottom trawl,trawl,2010,"Summer flounder, Atlantic sea scallop",N,None,0,None,0,287366.65,NA,0.567026469,1,0,NA,10,22187.77,NA,1,NA,2,0.61889,0.5079,1.5752,0.00097164,NA,0.67642135,0.166666667,0,NA,0.222222222,0.001988035,NA,0,0.333333333,0.025058495,0.142666174,0.224345994,9,0.074781998
NE: MA General Category OA Scallop Trawl,Mid-Atlantic General Category Open Area Scallop Trawl,NE,bottom trawl,trawl,2011,"Summer flounder, Atlantic sea scallop",M,None,0,None,0,NA,NA,NA,0,0,NA,0,0,NA,1,NA,2,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0.333333333,NA,0.047619048,0.129099445,6,0.052704628
NE: MA General Category OA Scallop Trawl,Mid-Atlantic General Category Open Area Scallop Trawl,NE,bottom trawl,trawl,2012,"Summer flounder, Atlantic sea scallop",N,None,0,None,0,1388322.03,NA,0.496299072,0,0,NA,10,236703.15,NA,1,NA,2,0.66181875,0.51605,1.9161,0.004694173,NA,0.592048708,0,0,NA,0.222222222,0.021208723,NA,0,0.333333333,0.026796655,0.120030381,0.204531749,9,0.06817725
NE: MA General Category OA Scallop Trawl,Mid-Atlantic General Category Open Area Scallop Trawl,NE,bottom trawl,trawl,2013,"Summer flounder, Atlantic sea scallop",N,None,0,None,0,988135.33,NA,0.445078111,0,0,NA,10,42609,NA,1,NA,2,0.5383875,0.483,1.0266,0.003341068,NA,0.530945826,0,0,NA,0.222222222,0.003817788,NA,0,0.333333333,0.021798995,0.111545923,0.190237083,9,0.063412361
NE: MA General Category OA Scallop Trawl,Mid-Atlantic General Category Open Area Scallop Trawl,NE,bottom trawl,trawl,2014,"Summer flounder, Atlantic sea scallop",N,None,0,None,0,841711.89,NA,0.520371177,2,0,NA,23,127627.09,NA,1,NA,2,0.624117647,0.615,1.21,0.002845983,NA,0.620764979,0.333333333,0,NA,0.511111111,0.011435452,NA,0,0.333333333,0.025270159,0.183809435,0.245811346,9,0.081937115
NE: MA General Category OA Scallop Trawl,Mid-Atlantic General Category Open Area Scallop Trawl,NE,bottom trawl,trawl,2015,"Summer flounder, Atlantic sea scallop",N,None,0,None,0,355795.87,NA,0.644271163,2,0,NA,45,4549.34,NA,1,NA,2,0.823076923,0.73,1.51,0.001203012,NA,0.768568654,0.333333333,0,NA,1,0.000407623,NA,0,0.333333333,0.033325904,0.247017186,0.369867502,9,0.123289167
NE: MA Hand Line,Mid-Atlantic Hand Line,NE,hand line,line,2014,"Black sea bass, Bluefish, Scup, Other finfish",Y,None,0,None,0,693958.87,0,0.589356431,2,0,0,23,8137.52,0,1,NA,2,1.06,1.17,1.36,0.002346403,0,0.703059372,0.333333333,0,0,0.511111111,0.000729126,0,0,0.333333333,0.042918781,0.148217805,0.242043328,12,0.06987189
NE: MA Hand Line,Mid-Atlantic Hand Line,NE,hand line,line,2015,"Black sea bass, Bluefish, Scup, Other finfish",Y,None,0,None,0,NA,0,NA,0,0,0,0,0,0,1,NA,2,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0.333333333,NA,0.033333333,0.106600358,9,0.035533453
NE: MA Large-Mesh Gillnet,Mid-Atlantic Large-Mesh Gillnet,NE,large-mesh gillnet,gillnet,2010,"Bluefish, Spiny dogfish, Smooth dogfish, Goosefish, Striped bass, Other finfish",Y,None,0,None,0,211790.51,NA,0.048578784,1,0,NA,10,196479.12,NA,3,NA,1,0.786271429,0.8215,1.1663,0.000716103,NA,0.057950957,0.166666667,0,NA,0.222222222,0.017604629,NA,1,0,0.031835671,0.249699625,0.407088293,9,0.135696098
NE: MA Large-Mesh Gillnet,Mid-Atlantic Large-Mesh Gillnet,NE,large-mesh gillnet,gillnet,2011,"Bluefish, Spiny dogfish, Smooth dogfish, Goosefish, Striped bass, Other finfish",M,None,0,None,0,508835.5,NA,0.082648359,0,0,NA,10,480632.23,NA,3,NA,1,0.7489,0.6596,1.0751,0.001720467,NA,0.098593483,0,0,NA,0.222222222,0.043064892,NA,1,0,0.030322524,0.239592359,0.411183907,9,0.137061302
NE: MA Large-Mesh Gillnet,Mid-Atlantic Large-Mesh Gillnet,NE,large-mesh gillnet,gillnet,2012,"Bluefish, Spiny dogfish, Smooth dogfish, Goosefish, Striped bass, Other finfish",Y,None,0,None,0,NA,NA,NA,0,0,NA,0,0,NA,3,NA,1,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,1,0,NA,0.285714286,0.5,6,0.204124145
NE: MA Large-Mesh Gillnet,Mid-Atlantic Large-Mesh Gillnet,NE,large-mesh gillnet,gillnet,2013,"Bluefish, Spiny dogfish, Smooth dogfish, Goosefish, Striped bass, Other finfish",Y,None,0,None,0,158617.81,NA,0.032607468,0,0,NA,10,126635.86,NA,3,NA,1,1.0021625,1.0391,1.403,0.000536316,NA,0.038898339,0,0,NA,0.222222222,0.011346637,NA,1,0,0.040576974,0.231358049,0.415249905,9,0.138416635
NE: MA Large-Mesh Gillnet,Mid-Atlantic Large-Mesh Gillnet,NE,large-mesh gillnet,gillnet,2014,"Bluefish, Spiny dogfish, Smooth dogfish, Goosefish, Striped bass, Other finfish",Y,"Smooth dogfish, Striped bass unlisted",0,"Smooth dogfish, Striped bass unlisted",0,344359.28,NA,0.054157557,2,2447.91,NA,23,166189.69,NA,3,NA,1,1.246470588,0.75,2.72,0.001164342,NA,0.064606028,0.333333333,0.001414202,NA,0.511111111,0.014890681,NA,1,0,0.050468866,0.297698856,0.411903249,9,0.137301083
NE: MA Large-Mesh Gillnet,Mid-Atlantic Large-Mesh Gillnet,NE,large-mesh gillnet,gillnet,2015,"Bluefish, Spiny dogfish, Smooth dogfish, Goosefish, Striped bass, Other finfish",Y,"Smooth dogfish, Striped bass unlisted",0,"Smooth dogfish, Striped bass unlisted",0,410713.39,NA,0.075854209,2,18296.94,NA,45,239710.96,NA,3,NA,1,0.60484375,0.6,1.52,0.001388698,NA,0.090488556,0.333333333,0.010570474,NA,1,0.021478224,NA,1,0,0.02448977,0.348174905,0.465663794,9,0.155221265
NE: MA Large-Mesh Otter Trawl,Mid-Atlantic Large-Mesh Otter Trawl,NE,large-mesh otter trawl,trawl,2010,"Summer flounder, Winter flounder, Other finfish",M,None,0,1: Winter flounder,1,9406454.58,NA,0.33061031,1,0,NA,10,2250648.43,NA,2,NA,1,0.552711111,0.509,1.1295,0.031804961,NA,0.394394062,0.166666667,0,NA,0.222222222,0.201659244,NA,0.5,0,0.02237895,0.203912611,0.202002044,9,0.067334015
NE: MA Large-Mesh Otter Trawl,Mid-Atlantic Large-Mesh Otter Trawl,NE,large-mesh otter trawl,trawl,2011,"Summer flounder, Winter flounder, Other finfish",M,None,0,1: Winter flounder,1,13316271.84,NA,0.342153502,0,0,NA,10,2310368.74,NA,2,NA,1,0.698282759,0.5466,1.6849,0.045024775,NA,0.408164251,0,0,NA,0.222222222,0.207010214,NA,0.5,0,0.028273061,0.191069452,0.212288729,9,0.07076291
NE: MA Large-Mesh Otter Trawl,Mid-Atlantic Large-Mesh Otter Trawl,NE,large-mesh otter trawl,trawl,2012,"Summer flounder, Winter flounder, Other finfish",M,None,0,1: Winter flounder,1,11548016.6,NA,0.395528759,0,0,NA,10,999963.15,NA,2,NA,1,0.657484615,0.44645,1.4267,0.039045977,NA,0.471837052,0,0,NA,0.222222222,0.089597207,NA,0.5,0,0.026621168,0.184932363,0.223676427,9,0.074558809
NE: MA Large-Mesh Otter Trawl,Mid-Atlantic Large-Mesh Otter Trawl,NE,large-mesh otter trawl,trawl,2013,"Summer flounder, Winter flounder, Other finfish",M,None,0,1: Winter flounder,1,21481690.94,NA,0.609421886,0,0,NA,10,2381495.45,NA,2,NA,1,0.738065517,0.5442,2.1666,0.072633565,NA,0.726996,0,0,NA,0.222222222,0.213383203,NA,0.5,0,0.029883842,0.226511883,0.264689062,9,0.088229687
NE: MA Large-Mesh Otter Trawl,Mid-Atlantic Large-Mesh Otter Trawl,NE,large-mesh otter trawl,trawl,2014,"Summer flounder, Winter flounder, Other finfish",M,1: Winter flounder,1,1: Winter flounder,1,25936392.27,NA,0.646153869,2,8214.43,NA,23,5159113.18,NA,2,NA,1,0.553924051,0.55,1.11,0.087695733,NA,0.770814585,0.333333333,0.004745625,NA,0.511111111,0.462259164,NA,0.5,0,0.022428061,0.319238761,0.275777115,9,0.091925705
NE: MA Large-Mesh Otter Trawl,Mid-Atlantic Large-Mesh Otter Trawl,NE,large-mesh otter trawl,trawl,2015,"Summer flounder, Winter flounder, Other finfish",M,1: Winter flounder,1,1: Winter flounder,1,25086961.61,NA,0.628327329,2,3382.11,NA,45,3045014.57,NA,2,NA,1,0.570135135,0.505,1.32,0.084823651,NA,0.749548819,0.333333333,0.001953906,NA,1,0.272834854,NA,0.5,0,0.023084439,0.3465579,0.346095326,9,0.115365109
NE: MA Limited Access CA Scallop Dredge,Mid-Atlantic Limited Access Closed Area Scallop Dredge,NE,"dredge, New Bedford",dredge,2010,"Atlantic sea scallop, Goosefish",N,None,0,None,0,13475789.47,NA,0.094634319,1,0,NA,10,206647.46,NA,1,NA,2,0.49928,0.424,1.0164,0.045564134,NA,0.112891862,0.166666667,0,NA,0.222222222,0.018515717,NA,0,0.333333333,0.020215556,0.091940949,0.116439795,9,0.038813265
NE: MA Limited Access CA Scallop Dredge,Mid-Atlantic Limited Access Closed Area Scallop Dredge,NE,"dredge, New Bedford",dredge,2011,"Atlantic sea scallop, Goosefish",N,None,0,None,0,7657754.15,NA,0.066000483,0,0,NA,10,188656.93,NA,1,NA,2,0.505256522,0.4931,1.0953,0.025892281,NA,0.078733777,0,0,NA,0.222222222,0.016903757,NA,0,0.333333333,0.020457541,0.069754291,0.116487846,9,0.038829282
NE: MA Limited Access CA Scallop Dredge,Mid-Atlantic Limited Access Closed Area Scallop Dredge,NE,"dredge, New Bedford",dredge,2012,"Atlantic sea scallop, Goosefish",N,None,0,None,0,6636494.58,NA,0.078435806,0,0,NA,10,352648.79,NA,1,NA,2,0.40086087,0.3383,1.0225,0.022439214,NA,0.093568214,0,0,NA,0.222222222,0.031597511,NA,0,0.333333333,0.016230622,0.071939112,0.116415124,9,0.038805041
NE: MA Limited Access CA Scallop Dredge,Mid-Atlantic Limited Access Closed Area Scallop Dredge,NE,"dredge, New Bedford",dredge,2013,"Atlantic sea scallop, Goosefish",N,None,0,None,0,4261876.99,NA,0.14804909,0,0,NA,10,88278.8,NA,1,NA,2,0.426526316,0.311,0.9987,0.014410193,NA,0.1766118,0,0,NA,0.222222222,0.007909825,NA,0,0.333333333,0.017269801,0.077175718,0.122795611,9,0.04093187
NE: MA Limited Access CA Scallop Dredge,Mid-Atlantic Limited Access Closed Area Scallop Dredge,NE,"dredge, New Bedford",dredge,2014,"Atlantic sea scallop, Goosefish",N,None,0,None,0,954138.98,NA,0.038157746,2,0,NA,23,3341.55,NA,1,NA,2,0.5684375,0.505,1.21,0.00322612,NA,0.045519417,0.333333333,0,NA,0.511111111,0.000299405,NA,0,0.333333333,0.023015702,0.124983842,0.193607915,9,0.064535972
NE: MA Limited Access CA Scallop Dredge,Mid-Atlantic Limited Access Closed Area Scallop Dredge,NE,"dredge, New Bedford",dredge,2015,"Atlantic sea scallop, Goosefish",N,None,0,None,0,14129327.81,NA,0.09592704,2,0,NA,45,86047.91,NA,1,NA,2,0.517755102,0.49,1.02,0.047773867,NA,0.114433984,0.333333333,0,NA,1,0.007709936,NA,0,0.333333333,0.020963602,0.185754806,0.318563919,9,0.106187973
NE: MA Limited Access OA Scallop Dredge,Mid-Atlantic Limited Access Open Area Scallop Dredge,NE,"dredge, New Bedford",dredge,2010,"Atlantic sea scallop, Goosefish",N,None,0,None,0,27372373.1,NA,0.117953467,1,0,NA,10,371086.35,NA,1,NA,2,0.530548148,0.4538,1.059,0.09255105,NA,0.14070991,0.166666667,0,NA,0.222222222,0.033249526,NA,0,0.333333333,0.021481585,0.101021429,0.114886445,9,0.038295482
NE: MA Limited Access OA Scallop Dredge,Mid-Atlantic Limited Access Open Area Scallop Dredge,NE,"dredge, New Bedford",dredge,2011,"Atlantic sea scallop, Goosefish",N,None,0,None,0,17913664.68,NA,0.085833411,0,0,NA,10,359610.31,NA,1,NA,2,0.446441379,0.2845,0.9634,0.060569409,NA,0.102393019,0,0,NA,0.222222222,0.032221267,NA,0,0.333333333,0.018076151,0.07688154,0.11525863,9,0.038419543
NE: MA Limited Access OA Scallop Dredge,Mid-Atlantic Limited Access Open Area Scallop Dredge,NE,"dredge, New Bedford",dredge,2012,"Atlantic sea scallop, Goosefish",N,None,0,None,0,11872355.52,NA,0.094597911,0,0,NA,10,512182.16,NA,1,NA,2,0.431433333,0.3573,0.9314,0.040142627,NA,0.11284843,0,0,NA,0.222222222,0.045891782,NA,0,0.333333333,0.017468484,0.077190688,0.115634223,9,0.038544741
NE: MA Limited Access OA Scallop Dredge,Mid-Atlantic Limited Access Open Area Scallop Dredge,NE,"dredge, New Bedford",dredge,2013,"Atlantic sea scallop, Goosefish",N,None,0,None,0,8374531.33,NA,0.111763632,0,0,NA,10,159884.41,NA,1,NA,2,0.480729167,0.34,1.1352,0.028315837,NA,0.133325887,0,0,NA,0.222222222,0.014325724,NA,0,0.333333333,0.019464443,0.075098745,0.118349099,9,0.0394497
NE: MA Limited Access OA Scallop Dredge,Mid-Atlantic Limited Access Open Area Scallop Dredge,NE,"dredge, New Bedford",dredge,2014,"Atlantic sea scallop, Goosefish",N,None,0,None,0,51210833.92,NA,0.283534307,2,0,NA,23,322691.89,NA,1,NA,2,0.4142,0.38,1.01,0.17315329,NA,0.338235813,0.333333333,0,NA,0.511111111,0.028913357,NA,0,0.333333333,0.016770716,0.173485095,0.193058156,9,0.064352719
NE: MA Limited Access OA Scallop Dredge,Mid-Atlantic Limited Access Open Area Scallop Dredge,NE,"dredge, New Bedford",dredge,2015,"Atlantic sea scallop, Goosefish",N,None,0,None,0,27127357.57,NA,0.418245548,2,0,NA,45,59815.45,NA,1,NA,2,0.492368421,0.42,1.08,0.091722607,NA,0.498936529,0.333333333,0,NA,1,0.005359495,NA,0,0.333333333,0.01993571,0.228262101,0.330110727,9,0.110036909
NE: MA Lobster Pots,Mid-Atlantic Lobster Pots,NE,pots and traps,pots and traps,2014,"Black seabass, American lobster, Jonah crab",N,"American lobster, Jonah crab unlisted",0,"American lobster, Jonah crab unlisted",0,708740,0,0.28203313,2,0,0,23,1058.76,0,3,11693,2,0.707,0.68,1.86,0.002396381,0,0.336445018,0.333333333,0,0,0.511111111,9.49E-05,0,1,0.333333333,0.028626017,0.272718466,0.371009224,12,0.107101138
NE: MA Lobster Pots,Mid-Atlantic Lobster Pots,NE,pots and traps,pots and traps,2015,"Black seabass, American lobster, Jonah crab",N,"American lobster, Jonah crab unlisted",0,"American lobster, Jonah crab unlisted",0,1220553.08,0,0.388065878,2,0,0,45,6607.89,0,3,11693,2,0.880833333,0.64,3.28,0.004126915,0,0.462934377,0.333333333,0,0,1,0.00059207,0,1,0.333333333,0.035664427,0.320768035,0.421059941,12,0.121549535
NE: MA Mid-Water Otter Trawl,Mid-Atlantic Mid-Water Otter Trawl,NE,midwater trawl,trawl,2010,"Atlantic herring, Atlantic mackerel, Blueback herring, Other finfish",M,None,0,None,0,276273.77,NA,0.007033701,1,0,NA,10,239170.01,NA,2,620,2,0.557833333,0.5689,0.8012,0.000934133,NA,0.008390694,0.166666667,0,NA,0.222222222,0.021429755,NA,0.5,0.333333333,0.022586346,0.177556315,0.206169009,9,0.068723003
NE: MA Mid-Water Otter Trawl,Mid-Atlantic Mid-Water Otter Trawl,NE,midwater trawl,trawl,2011,"Atlantic herring, Atlantic mackerel, Blueback herring, Other finfish",Y,None,0,None,0,19062.85,NA,0.001243272,0,0,NA,10,17677.19,NA,2,546,2,0.556442857,0.65875,0.6901,6.45E-05,NA,0.001483133,0,0,NA,0.222222222,0.001583885,NA,0.5,0.333333333,0.022530046,0.158121708,0.216107454,9,0.072035818
NE: MA Mid-Water Otter Trawl,Mid-Atlantic Mid-Water Otter Trawl,NE,midwater trawl,trawl,2012,"Atlantic herring, Atlantic mackerel, Blueback herring, Other finfish",M,None,0,None,0,13094.32,NA,0.000689447,0,0,NA,10,13015.01,NA,2,322,2,0.577933333,0.4462,0.8876,4.43E-05,NA,0.00082246,0,0,NA,0.222222222,0.001166152,NA,0.5,0.333333333,0.023400183,0.158098862,0.21613625,9,0.072045417
NE: MA Mid-Water Otter Trawl,Mid-Atlantic Mid-Water Otter Trawl,NE,midwater trawl,trawl,2013,"Atlantic herring, Atlantic mackerel, Blueback herring, Other finfish",Y,None,0,None,0,NA,NA,NA,0,0,NA,0,0,NA,2,NA,2,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0.5,0.333333333,NA,0.19047619,0.25,6,0.102062073
NE: MA Small-Mesh Gillnet,Mid-Atlantic Small-Mesh Gillnet,NE,small-mesh gillnet,gillnet,2010,"Bluefish, Atlantic croaker, Atlantic menhaden, Other finfish",Y,None,0,None,0,80403.62,NA,0.020605744,1,0,NA,10,78512.27,NA,3,NA,2,0.756533333,0.79935,1.1465,0.000271859,NA,0.024581154,0.166666667,0,NA,0.222222222,0.007034739,NA,1,0.333333333,0.030631593,0.278474157,0.400905953,9,0.133635318
NE: MA Small-Mesh Gillnet,Mid-Atlantic Small-Mesh Gillnet,NE,small-mesh gillnet,gillnet,2011,"Bluefish, Atlantic croaker, Atlantic menhaden, Other finfish",M,None,0,None,0,70120.63,NA,0.013066498,0,0,NA,10,70120.63,NA,3,NA,2,4.706566667,1.8844,10.3751,0.000237091,NA,0.015587382,0,0,NA,0.222222222,0.006282844,NA,1,0.333333333,0.190566135,0.276822901,0.403223178,9,0.134407726
NE: MA Small-Mesh Gillnet,Mid-Atlantic Small-Mesh Gillnet,NE,small-mesh gillnet,gillnet,2012,"Bluefish, Atlantic croaker, Atlantic menhaden, Other finfish",Y,None,0,None,0,NA,NA,NA,0,0,NA,0,0,NA,3,NA,2,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,1,0.333333333,NA,0.333333333,0.483045892,6,0.197202659
NE: MA Small-Mesh Gillnet,Mid-Atlantic Small-Mesh Gillnet,NE,small-mesh gillnet,gillnet,2013,"Bluefish, Atlantic croaker, Atlantic menhaden, Other finfish",M,None,0,None,0,16721.11,NA,0.005959721,0,0,NA,10,16104.27,NA,3,NA,2,1.04096,0.9497,1.7031,5.65E-05,NA,0.007109514,0,0,NA,0.222222222,0.001442951,NA,1,0.333333333,0.042147862,0.260631242,0.410520243,9,0.136840081
NE: MA Small-Mesh Gillnet,Mid-Atlantic Small-Mesh Gillnet,NE,small-mesh gillnet,gillnet,2014,"Bluefish, Atlantic croaker, Atlantic menhaden, Other finfish",M,"Croaker, Atlantic menhaden unlisted",0,"Croaker, menhaden unlisted",0,593695.82,NA,0.124837314,2,0,NA,23,331673.72,NA,3,NA,2,1.852682927,0.94,6.81,0.002007395,NA,0.148921839,0.333333333,0,NA,0.511111111,0.029718134,NA,1,0.333333333,0.075014049,0.34334392,0.389244364,9,0.129748121
NE: MA Small-Mesh Gillnet,Mid-Atlantic Small-Mesh Gillnet,NE,small-mesh gillnet,gillnet,2015,"Bluefish, Atlantic croaker, Atlantic menhaden, Other finfish",M,"Croaker, Atlantic menhaden unlisted",0,"Croaker, menhaden unlisted",0,957581.54,NA,0.190900907,2,3507.2,NA,45,512180.61,NA,3,NA,2,0.791710526,0.64,2.24,0.00323776,NA,0.227730902,0.333333333,0.002026173,NA,1,0.045891643,NA,1,0.333333333,0.032055897,0.397760904,0.438889926,9,0.146296642
NE: MA Small-Mesh Otter Trawl,Mid-Atlantic Small-Mesh Otter Trawl,NE,small-mesh otter trawl,trawl,2010,"Short-finned squid, Long-finned squid, Silver hake, Other finfish",M,None,0,None,0,9110440.97,NA,0.122702799,1,0,NA,10,3526600.54,NA,2,NA,1,0.473056667,0.3991,1.3261,0.030804084,NA,0.146375518,0.166666667,0,NA,0.222222222,0.315985202,NA,0.5,0,0.019153788,0.190120748,0.196066346,9,0.065355449
